9003923451,1
9003923452,1
9003923453,1
9003923454,1
9003923455,1
9003923456,1
9003923457,1
9003923458,1
9003923459,1
9003923460,1
9003923461,1
9003923462,1
9003923463,1
9003923464,1
9003923465,1
9003923466,1
9003923467,1
9003923468,1
9003923469,1
9003923470,1
9003923471,1
9003923472,1
9003923473,1
9003923474,1
9003923475,1
9003923476,1
9003923477,1
9003923478,1
9003923479,1
9003923480,1
9003923481,1
9003923482,1
9003923483,1
9003923484,1
9003923485,1
9003923486,1
9003923487,1
9003923488,1
9003923489,1
9003923490,1
9003923491,1
9003923492,1
9003923493,1
9003923494,1
9003923495,1
9003923496,1
9003923497,1
9003923498,1
9003923499,1
9003923500,1
9003923501,1
9003923502,1
9003923503,1
9003923504,1
9003923505,1
9003923506,1
9003923507,1
9003923508,1
9003923509,1
9003923510,1
9003923511,1
9003923512,1
9003923513,1
9003923514,1
9003923515,1
9003923516,1
9003923517,1
9003923518,1
9003923519,1
9003923520,1
9003923521,1
9003923522,1
9003923523,1
9003923524,1
9003923525,1
9003923526,1
9003923527,1
9003923528,1
9003923529,1
9003923530,1
9003923531,1
9003923532,1
9003923533,1
9003923534,1
9003923535,1
9003923536,0
9003923537,0
9003923538,0
9003923539,0
9003923540,0
9003923541,0
9003923542,0
9003923543,0
9003923544,0
9003923545,0
9003923546,0
9003923547,0
9003923548,0
9003923549,0
9003923550,0
9003923551,0
9003923552,0
9003923553,0
9003923554,0
9003923555,0
9003923556,0
9003923557,0
9003923558,0
9003923559,0
9003923560,0
9003923561,0
9003923562,0
9003923563,0
9003923564,0
9003923565,0
9003923566,0
9003923567,0
9003923568,0
9003923569,0
9003923570,0
9003923571,0
9003923572,0
9003923573,0
9003923574,0
9003923575,0
9003923576,0
9003923577,0
9003923578,0
9003923579,0
9003923580,0
9003923581,0
9003923582,0
9003923583,0
9003923584,0
9003923585,0
9003923586,0
9003923587,0
9003923588,0
9003923589,0
9003923590,0
9003923591,0
9003923592,0
9003923593,0
9003923594,0
9003923595,0
9003923596,0
9003923597,0
9003923598,0
9003923599,0
9003923600,0
9003923601,0
9003923602,0
9003923603,0
9003923604,0
9003923605,0
9003923606,0
9003923607,0
9003923608,0
9003923609,0
9003923610,0
9003923611,0
9003923612,0
9003923613,0
9003923614,0
9003923615,0
9003923616,0
9003923617,0
9003923618,0
9003923619,0
9003923620,0
